1	1	1
2	2	1
3	3	1
4	4	1
5	5	1
6	6	1
7	2	2
8	3	2
9	4	2
10	5	2
11	6	2
12	7	2
13	2	3
14	3	3
15	4	3
16	5	3
17	6	3
18	7	3
19	3	4
20	4	4
21	5	4
22	6	4
23	7	4
24	4	5
25	5	5
26	6	5
27	2	6
28	3	6
29	4	6
30	5	6
31	2	7
32	3	7
33	4	7
34	5	7
35	1	8
36	2	8
37	3	8
38	4	8
39	1	9
40	2	9
41	3	9
42	4	9
43	5	9
44	1	10
45	2	10
46	3	10
47	4	10
48	4	11
49	4	12
50	5	12
51	5	13
